Job_Title,Job Domain,Company,Location,Min years of exp,Language Requirement,Skills,Salary_Raw,Link,JD & Requirements,List Skills,AI_Job_Domain,AI_Min_exp,AI_Language,AI_Skills
Project Manager/Program Manager,Management & Analysis,CAPGEMINI,"The CII Tower, 152 Dien Bien Phu Street, Thanh My Tay, Ho Chi Minh",8.0,,"Scrum / Agile, Business Analysis, Microservices",You'll love it,https://itviec.com/it-jobs/senior-project-manager-program-manager-rte-capgemini-vietnam-4517?lab_feature=preview_jd_page,"Job description
 
 Job Description 
 
 
 
 About the Role/position 
 
 
 
  
 
 
 
 Scrum Master is responsible for coordinating and managing the release trains in an agile environment. They will act as a Project Manager, coaching and supporting the implementation of more effective ways of working and using Agile methodology. Overall, the Release Train Engineer plays a crucial role in ensuring the successful delivery of software releases and driving business outcomes in an Agile environment. 
 
 
 
  
 
 
 
 Responsibilities: 
 
 
 
  
 
 
 
 These are some of the responsibilities that we would expect you to be able to have experience delivering. 
 
 
 
 Facilitate the Agile Release Train (ART) processes and execution, ensuring alignment across multiple teams and stakeholders. 
 
 Coordinate and facilitate the planning, prioritization, and execution of program increments (PIs) and releases. 
 
 Work closely with Product Owners, Scrum Masters, and other stakeholders to ensure that the release train is meeting its objectives and delivering value to customers. 
 
 Identify and resolve any dependencies, issues, or risks that may impact the timely delivery of the release train. 
 
 Provide visibility and transparency into the progress and health of the release train by tracking key performance metrics and reporting on status to leadership. 
 
 Coach and mentor team members on agile practices, principles, and methodologies to drive continuous improvement and efficiency. 
 
 Collaborate with cross-functional teams to ensure alignment on priorities, resources, and deliverables. 
 
 Support the implementation and adoption of agile practices within the organization. 
 
 Serve as a servant leader and facilitator to promote collaboration, communication, and teamwork within the release train. 
 
 Your skills and experience
 
 Skills & Experience required 
 
 
 
  
 
 
 
 At least 8 years of project manager experience within the IT and banking domain 
 
 Experience working in an agile environment and understanding agile software development life cycles and processes. 
 
 Fantastic track record of stakeholder and vendor management. Having the ability to navigate a large complex corporation and building relationships with Senior stakeholders via different forms of networks 
 
 An experienced practitioner of Agile methodology and experience with working in an adaptive environment with reactive and proactive mindsets. 
 
 Proven skills such as risk, issue and dependency management 
 
 Capable of strategic planning and project management 
 
 Experience managing financial reports and on-time release deliveries in large complex corporations, experience working with Web, Cloud and Microservice technologies and a Computer Science or similar degree with a PMP or Scrum Master certification would all be good things to have.",RAG,Management & Analysis,8.0,None,"Scrum / Agile, Microservices"
Business analyst,Management & Analysis,Viettel Group,Hồ Chí Minh,2.5,English,Business Analysis,"1,000 - 2,498 USD",https://itviec.com/it-jobs/viettel-solutions-business-analyst-viettel-group-1533?lab_feature=preview_jd_page,"Job description
 
 Xây dựng giải pháp nghiệp vụ (đối với dự án nâng cấp có nghiệp vụ cụ thể, rõ ràng) 
 
 - Khảo sát nhu cầu, phân tích và mô hình hóa nghiệp vụ khách hàng 
 
 
 
 - Xây dựng tài liệu phân tích nghiệp vụ (PTYC), làm Prototype 
 
 
 
 - Chốt thống nhất với khách hàng về yêu cầu bài toán 
 
 
 
 - Xây dựng tài liệu giải pháp và thiết kế chi tiết tính năng về mặt người dùng theo yêu cầu của Trưởng sản phẩm hoặc khách hàng. (Chi tiết các trường dữ liệu, các trường hợp ràng buộc, ngoại lệ) 
 
 
 
 - Giải đáp, trao đổi các thắc mắc về mặt nghiệp vụ của đội dự án. 
 
 
 
 Quản lý dự án
 
 - Cập nhật tài liệu liên quan trong dự án theo quy trình. 
 
 
 
 - Quản lý và lưu trữ các yêu cầu thay đổi theo đúng quy trình. 
 
 
 
 - Hỗ trợ AM, PM nghiệm thu sản phẩm/hệ thống với khách hàng 
 
 
 
 - Tính toán nỗ lực, chi phí thực hiện cho các yêu cầu nghiệp vụ.
 
 
 
 Your skills and experience
 
 . Ai là “chân ái” cho vị trí này?
 
 
 
 Bằng cấp: Tốt nghiệp Đại học (loại Khá trở lên) chuyên ngành CNTT, Điện tử Viễn thông, Khoa học Máy tính, Toán Tin Ứng dụng, Kinh tế hoặc tương đương.
 
 Ngoại ngữ: Đọc hiểu tài liệu tiếng Anh ngon lành. Ưu tiên có chứng chỉ TOEIC 650+ (hoặc IELTS, TOEFL tương đương).
 
 Kiến thức, kinh nghiệm:
 
 Có tối thiểu 2,5 năm kinh nghiệm ở vị trí ứng tuyển.
 
 Có kiến thức về các kĩ thuật phân tích nghiệp vụ, mô hình hóa các luồng nghiệp vụ như: các mô hình chức năng nghiệp vụ, mô hình dữ liệu quan hệ, ngôn ngữ UML, tạo Use case, BPMN,…
 
 Biết cách xây dựng prototype của sản phẩm/ứng dụng.
 
 Có khả năng giao tiếp, diễn đạt tốt
 
 Tư duy phản biện, kỹ năng đàm phán
 
 Tổ chức các cuộc họp.
 
 Tinh thần: Năng động, sẵn sàng học hỏi, dám đương đầu thử thách và luôn hỗ trợ đồng đội.",Unit Test,Management & Analysis,2.5,English,Business Analysis
Lead Solution Architect,Management & Analysis,ITviec Recruitment Consulting,"Quận Thanh Xuân, Hà Nội",10.0,English,"API, CI/CD, Docker, GenAI / LLM, Java, Kubernetes, Microservices, Security, Software Architecture, Spring Boot, System Design",You'll love it,https://itviec.com/it-jobs/lead-solution-architect-itviec-recruitment-consulting-4925?lab_feature=preview_jd_page,"Job description
 
 Role Summary 
 
 
 
 We are seeking an experienced, highly strategic technology leader to serve as the Lead Solution Architect for a critical, large-scale client program. Acting as the senior-most technical authority across the engagement, you will take full ownership of end-to-end architecture, technical delivery governance, engineering leadership, and executive-level stakeholder management. 
 
 
 
 This pivotal position requires strong, hands-on engineering credibility combined with deep architectural leadership to ensure that complex technology ecosystems, distributed delivery teams, and high-level client expectations align into a coherent and scalable delivery model. You will operate as the primary technical advisor to client senior leadership, steering strategic decision-making across system architecture, integration strategies, cloud adoption, security, performance, and regulatory compliance. 
 
 
 
  
 
 
 
 Key Responsibilities 
 
 
 
 1. Technology Strategy & Architecture Ownership
 
 
 
 Own and define the end-to-end technology strategy and solution architecture for the program.
 
 Translate business capabilities into scalable technical architecture across applications, data, integrations, and infrastructure.
 
 Govern architecture consistency across multiple domains, squads, and solution streams.
 
 Validate technical decisions, trade-offs, and implementation approaches to ensure long-term sustainability.
 
 Ensure architecture aligns with enterprise standards, regulatory expectations, and client technology roadmaps. 
 
 2. Engineering Leadership & Delivery Governance
 
 
 
 Provide leadership and direction to architecture, engineering, and delivery teams across the full software lifecycle.
 
 Act as the final technical escalation point for critical delivery issues, scope changes, risks, and dependencies.
 
 Ensure delivery quality through strong technical governance, design reviews, and architecture compliance.
 
 Own the technical RAID process (Risks, Assumptions, Issues, Dependencies) and mitigation planning.
 
 Ensure all non-functional requirements are addressed (security, performance, scalability, reliability, observability, availability).
 
 3. Client & Executive Stakeholder Management
 
 
 
 Serve as the primary technical counterpart to client senior stakeholders, including enterprise architects and technology leadership.
 
 Lead technical workshops, architecture reviews, design sessions, and executive alignment discussions.
 
 Present complex technical concepts clearly to both technical teams and senior non-technical leadership.
 
 Build credibility and trust with stakeholders at all levels, from engineers to executives.
 
 4. Solution Consulting & Requirement Translation
 
 
 
 Validate and map business requirements into clear technical solution concepts and designs.
 
 Provide consultative guidance on technology choices and implementation approaches
 
 Review business processes and align them with technical design, ensuring end-to-end feasibility.
 
 Produce and maintain high-quality technical documentation and solution design artifacts.
 
 5. Program-Level Coordination & Cross-Team Alignment
 
 
 
 Act as a bridge across product owners, engineering managers, solution architects, platform teams, security teams, and vendors.
 
 Ensure alignment between multiple delivery streams such as core banking, cards, payments, digital channels, integration, and data.
 
 Coordinate architecture and delivery consistency across distributed and offshore teams.
 
 Drive collaboration between internal and client teams to remove blockers and accelerate execution.
 
 6. Modern Engineering & Innovation Leadership
 
 
 
 Champion modern engineering practices including microservices and distributed architecture, event-driven systems (Kafka), cloud-native development, CI/CD, DevOps, and automation-first engineering.
 
 Promote security-by-design and compliance-by-design principles across delivery.
 
 Promote AI-assisted engineering practices across the SDLC (code generation, test automation, refactoring, documentation), while ensuring correctness, governance, and security.
 
 Your skills and experience
 
 Leadership & Consulting
 
 
 
 10+ years of experience in senior technology leadership roles (CTO, Technical Director, Principal Architect, Solution Architect, Technical Consultant).
 
 Strong experience leading large-scale programs involving multiple engineering squads and complex stakeholder environments.
 
 Proven track record in consultative client-facing leadership, including executive communication and decision facilitation. 
 
 Technical Expertise
 
 
 
 Strong hands-on background in Java, Spring Boot, and API-driven architecture.
 
 Strong experience with microservices and distributed systems.
 
 Experience with event-driven architecture (Kafka).
 
 Strong understanding of enterprise integration patterns.
 
 Experience with cloud platforms, containerization (Docker, Kubernetes), and CI/CD pipelines.
 
 Strong understanding of architecture governance, scalability design, performance engineering, and resiliency. 
 
 Domain Knowledge
 
 
 
 At least 7 years about strong exposure to banking and FinTech domains such as core banking modernization, payments, cards, risk and compliance, and digital channels.
 
 Familiarity with regulatory, security, and compliance expectations in financial services.
 
 Communication & Stakeholder Influence
 
 
 
 Strong ability to influence and guide senior leadership decision-making through clear technical narratives.
 
 Strong presentation and documentation skills.
 
 Ability to lead global delivery teams, including offshore and remote engineering organizations.
 
 Experience in dealing global clients.",VueJS,Software Development,10.0,English,"Java, Spring Boot, API, Microservices, Docker, Kubernetes, CI/CD, System Design, Software Architecture, Security"
Off-Shore IT COMTOR,Management & Analysis,SHINHAN DS,"Viettel Tower, 285 CMT8, Hoa Hung, Ho Chi Minh",4.0,Korean,"API, SQL, Business Analysis",You'll love it,https://itviec.com/it-jobs/off-shore-it-comtor-delivery-manager-korean-shinhan-ds-2150?lab_feature=preview_jd_page,"Job description
 
 Act as a communication bridge between Korea HQ / clients and the Vietnam development team
 
 Translate and interpret project communications and documents (Korean ↔ Vietnamese)
 
 Support requirement clarification and documentation (minutes, action items, project notes)
 
 Assist with project schedule tracking, issue follow-up, and progress reporting
 
 Manage requests and issues using tools such as JIRA / Confluence
 
 Support UAT activities by collecting user feedback and coordinating with the development team
 
 Assist in reviewing project deliverables (requirements, screen specs, test cases, etc.)
 
 Your skills and experience
 
 Experience as IT COMTOR / BrSE / PMO 
 
 Experience Level: 4+ years preferred 
 
 Languages: Korean Topik 5 + English is a plus
 
 Experience in banking / finance projects
 
 Hands-on experience with JIRA / Confluence
 
 Basic knowledge of SQL / API / system integration
 
 Good English communication skill
 
 Preferred candidates: aged 27–30",,Management & Analysis,4.0,Korean,"Business Analysis, SQL, API"
IT Project Manager,Management & Analysis,GPBANK,"106 Nguyen Van Troi, Phu Nhuan, Ho Chi Minh",7.0,,"Scrum / Agile, AWS, Azure, GCP, Security","2,500 - 3,000 USD",https://itviec.com/it-jobs/it-project-manager-quan-ly-du-an-cntt-ngan-hang-thuong-mai-tnhh-mtv-ky-nguyen-thinh-vuong-gpbank-1043?lab_feature=preview_jd_page,"Job description
 
 Mô tả công việc:
 
 
 
 Vị trí này làm việc tại Khối CNTT - GPbank HO - Thành Phố Hà Nội. 
 
 Quản lý Dự án (PM) là một thành viên quan trọng của Nhóm Dự án, chịu trách nhiệm triển khai thành công các dự án khác nhau. Mỗi dự án sẽ có quy mô và độ phức tạp khác nhau và có thể tập trung vào tất cả các khía cạnh của kinh doanh hoặc công nghệ.
 
 Chức năng của PM sẽ tập trung vào việc hoàn thành đúng tiến độ và trong phạm vi ngân sách, làm việc chặt chẽ với các nhóm phát triển và triển khai nội bộ, đồng thời thúc đẩy mối quan hệ hợp tác với các bên liên quan.
 
 Các đầu mục dự án: Bảo mật Ngân hàng, Hạ tầng, Số Hóa Ngân hàng, Core Bank, Chuyển đổi số cho ngân hàng. 
 
 Your skills and experience
 
 Yêu cầu công việc: 
 
 
 
 Bằng cử nhân về quản lý kinh doanh, tài chính, ngân hàng, khoa học máy tính, công nghệ thông tin, phân tích hệ thống hoặc các ngành học liên quan, hoặc có kinh nghiệm tương đương.
 
 Hơn 7 – 9 năm kinh nghiệm làm Quản lý Dự án với kinh nghiệm trong các dự án (Bảo mật Ngân hàng, Hạ tầng, Số Hóa Ngân hàng, Core Bank, Chuyển đổi số cho ngân hàng) 
 
 Có khả năng quản lý đồng thời 2 đến 4 dự án thông qua việc thực hiện có cấu trúc và quy trình rõ ràng.
 
 Có khả năng quản lý kế toán dự án và các tài liệu liên quan, bao gồm báo cáo tình trạng, kế hoạch dự án, v.v.
 
 Khả năng thực hiện dự án với các cột mốc kinh doanh quan trọng, đồng thời hỗ trợ/quản lý quá trình giao hàng theo phương pháp Agile.
 
 Quen thuộc với phương pháp giao hàng Agile - Chứng nhận Agile Certified Practitioner/Scrum Master, chứng nhận PMP là một điểm cộng.
 
 Thành thạo trong việc sử dụng các công cụ quản lý dự án.
 
 Có nền tảng kỹ thuật vững chắc và hiểu biết về các công nghệ - Microsoft, VMWare, Cloud – AWS, MS Azure hoặc Google GCP
 
 Phương pháp và khung quy trình bao gồm PMP, Agile, Scrum hoặc phương pháp nội bộ.
 
 Hiểu biết và kiến thức về việc áp dụng và triển khai công nghệ đám mây rộng rãi (Microsoft, AWS, Public Cloud, v.v...) và các công nghệ khác.
 
 Có hồ sơ thành công đã được chứng minh trong việc hoàn thành các dự án cơ sở hạ tầng CNTT và di chuyển đám mây đúng thời gian và ngân sách.",,Management & Analysis,7.0,None,"Scrum / Agile, AWS, Azure, GCP"
Project Manager (Banking/Securities Domain),Management & Analysis,CoderPush,"City, Ha Noi",5.0,English,"Scrum / Agile, Business Analysis, API, AWS, Security",You'll love it,https://itviec.com/it-jobs/project-manager-banking-securities-domain-coderpush-0128?lab_feature=preview_jd_page,"Job description
 
 About CoderPush
 
 
 
 CoderPush is a remote-first technology company that partners with startups and global businesses to build scalable, high quality software products. We focus on long-term collaboration, clear communication, and delivering real impact through strong engineering and product thinking.
 
 
 
 Please find more at:
 
 
 
  
 
 
 
 About the Role
 
 
 
 We are looking for a Senior Project Manager who can operate independently from day one - owning delivery contracts, evaluating and giving feedback on technical resources, and executing end-to-end delivery across complex fintech engagements. This is not a coordination or reporting role. You will be expected to assess engineering estimation, challenge scope, and make commercially sound decisions in a financial services context.
 
 
 
  
 
 
 
 Responsibilities
 
 
 
 Own delivery of assigned projects: scope control, schedule, budget, quality, and risk across multiple concurrent engagements
 
 Evaluate technical resources assigned to projects - assess capability, provide structured feedback, and make resourcing recommendations to leadership
 
 Challenge and validate engineering estimations; identify technical risks before they become delivery problems
 
 Define and figure out scope independently in mid-to-late project phases where requirements are ambiguous or evolving
 
 Lead integration work with multiple external vendors (core banking, market data, payment gateways, cloud providers)
 
 Represent client interests when negotiating with vendors (pricing, SLAs, funding programs such as AWS)
 
 Manage subcontractors: selection, onboarding, performance monitoring, and invoices
 
 Run regular client governance (status, escalations, acceptance criteria, UAT) at CTO/PMO level
 
 Produce and maintain project artefacts: plans, RAID logs, integration specs, cutover plans
 
 Ensure compliance with client security and regulatory requirements relevant to banking/securities
 
 What Makes You Successful in This Role
 
 
 
 Client-first mindset with strong commercial judgment
 
 Comfortable making decisions in ambiguous situations
 
 Strong prioritization and escalation skills
 
 Pragmatic, negotiation-oriented, and detail-focused
 
 Able to balance relationship management with delivery discipline
 
 Success Metrics in the First 6 Months
 
 
 
 Successfully hand over and stabilize delivery for at least 1 large integration project with agreed timeline and quality expectations
 
 Drive vendor negotiations that help reduce client cost or secure additional support, with clear documentation of outcome
 
 Keep scope creep caused by missed requirements to below 5%
 
 Maintain positive client satisfaction results in line with target CSAT
 
 Your skills and experience
 
 Requirements
 
 
 
 At least 5 years project management in IT
 
 Hands-on experience delivering at least 2 software projects for banks or securities firms
 
 Sufficient software development knowledge to evaluate tech team estimations, identify scope gaps, and challenge technical decisions
 
 Working knowledge of financial products and operations - lending, trading, payments, securities - beyond consumer-level familiarity
 
 Proven ability to own and define ambiguous scope in later project phases; not limited to task tracking and progress reporting
 
 Experience evaluating developer and BA profiles, providing structured performance feedback, and making resourcing calls independently
 
 Proven experience managing multi-vendor integrations (APIs, batch feeds, middleware)
 
 Strong vendor negotiation experience with documented commercial outcomes (cost savings, SLA improvements, or secured credits)
 
 Excellent stakeholder management - able to interact confidently and independently with bank CTOs/PMOs
 
 Experience managing subcontractors and remote teams
 
 Structured communicator: executive-level project documentation and status reporting
 
 Vietnamese (native) + business-level English for vendor / partner / client discussions
 
 Expert in Agile and Waterfall; able to design and adapt delivery frameworks per engagement
 
 Nice to have
 
 
 
 Certifications: PMP, Prince2, or Certified ScrumMaster
 
 Background in securities trading operations, FIX protocol, or core banking platforms
 
 Prior experience with AWS commercial programs and cloud migration projects
 
 Experience building or working alongside AI/automation development teams
 
 What Makes You Successful in This Role
 
 
 
 Client-first mindset with strong commercial judgment
 
 Comfortable making decisions in ambiguous situations
 
 Strong prioritization and escalation skills
 
 Pragmatic, negotiation-oriented, and detail-focused
 
 Able to balance relationship management with delivery discipline",,Management & Analysis,5.0,English,"Business Analysis, Scrum / Agile, API, AWS"
IT Support Specialist,Others,Tanner Vietnam,Hà Nội,1.0,English,"Azure, Monitoring, Security, API",20-24m/month,https://itviec.com/it-jobs/it-support-specialist-helpdesk-evening-shift-tanner-vietnam-2826?lab_feature=preview_jd_page,"Job description
 
 As a key contact in our IT Service Desk, you will support colleagues with all IT-related issues and ensure smooth daily operations.
 
 
 
 Act as the first point of contact for internal IT support requests 
 
 Receive, prioritize, and resolve incidents and service requests using a ticketing system 
 
 Install, configure, and maintain workstations and peripherals (desktops, laptops, smartphones), including regular updates and patching to keep devices secure and up to date 
 
 Support onboarding and offboarding processes, including account setup, permissions, device provisioning, and user introduction 
 
 Ensure proper deactivation of accounts and return of hardware during offboarding
 
 Ensure IT equipment (workstations, conference technology, etc.) is properly set up and functioning for daily use
 
 Assist in monitoring IT systems and proactively identify issues
 
 Additional responsibilities may include:
 
 
 
 • Assist in administering local Active Directory and supporting Microsoft 365 environment management
 
 • Assist in managing user accounts and access rights in Entra (Azure AD), Exchange Online, Teams, SharePoint, and related services
 
 • Assist with procurement of hardware and software, including license and maintenance tracking
 
  
 
 
 
 Working time
 
 
 
 1 position: from 13:00 to 22:00 Vietnamese time
 
 Your skills and experience
 
 Completed vocational training in IT (e.g., IT Specialist for System Integration) or a comparable degree in Information Technology
 
 Initial professional experience in IT support or system administration
 
 Strong knowledge of modern Windows operating systems
 
 Confident use of Microsoft Office and standard workplace applications
 
 Familiarity with Active Directory and Microsoft 365 services is expected
 
 Strong service-oriented mindset with a high level of reliability and professionalism
 
 Ability to communicate technical concepts clearly and effectively to non-technical users
 
 Well-organized with the ability to prioritize tasks and work under pressure
 
 Team-oriented with a collaborative and supportive working style
 
 Very good English language skills; German is a plus
 
 Experience with virtualization technologies (e.g., VMware), Citrix environments, or storage systems (e.g., NetApp) is a plus",Networking,Infrastructure,0.0,English,Monitoring
Software Engineer,Software Development,Anchanto Services Pvt Ltd,"12A, Vietinbank building, 36 Tran Quoc Toan, Da Nang, Hai Chau, Da Nang",6.0,English,"Java, API, Microservices, SQL, NoSQL, GenAI / LLM, AWS, GCP, Azure, Docker, Kubernetes, Scrum / Agile, Software Architecture",You'll love it,https://itviec.com/it-jobs/senior-software-engineer-java-anchanto-services-pvt-ltd-4316?lab_feature=preview_jd_page,"Job description
 
 We are looking for a Senior Software Engineer (Java) who will play a key role in building backend systems and integrations for our SaaS platform.
 
 
 
 This is a hands-on individual contributor role, focused on building scalable, reliable, and high-quality backend systems.
 
 
 
 You will work closely with global engineering teams to deliver scalable and reliable solutions.
 
 
 
 Key Responsibilities
 
 
 
 1. Development & Integration
 
 
 
 Design and develop backend services using Java (Spring Boot)
 
 Build integrations with external systems (marketplaces, carriers, ERPs)
 
 Ensure high-quality, maintainable code
 
 Participate in code reviews and improve engineering quality
 
 Support task breakdown and technical problem-solving
 
 Ensure system stability and performance
 
 2. System Design & Execution
 
 
 
 Work closely with global teams to understand and implement architectural decisions
 
 Contribute inputs in technical discussions
 
 Ensure robustness through error handling, retries, and monitoring
 
 3. Collaboration
 
 
 
 Work with Engineering Manager and global teams (India & other regions)
 
 Participate in sprint planning, estimation, and delivery
 
 Technical Scope & Expectations
 
 
 
 Architecture and major technical decisions are driven by central engineering teams
 
 This role is expected to understand, contribute to, and implement architecture, not independently define it
 
 Strong focus on execution, quality, and team-level technical guidance
 
 Your skills and experience
 
 Experience
 
 
 
 6 - 8 years of experience in Java backend development
 
 Technical Skills
 
 
 
 Strong in Java, Spring Boot, REST APIs
 
 Experience with microservices architecture
 
 Familiarity with messaging systems (Kafka, RabbitMQ, etc.)
 
 Good understanding of databases (SQL/NoSQL)
 
 Integration Experience
 
 
 
 Experience working with APIs and third-party integrations
 
 Understanding of JSON/XML and data transformation
 
 Soft Skills
 
 
 
 Good English communication skills
 
 Strong ownership mindset
 
 Strong problem-solving ability
 
 Ability to work effectively in a collaborative team environment
 
 Ability to guide team members while contributing individually
 
 AI & Engineering Productivity
 
 
 
 Exposure to AI-assisted development tools (e.g., Cursor AI, GitHub Copilot, or similar) is preferred
 
 Ability to use AI tools for:
 
 Code generation and refactoring
 
 Debugging and problem-solving
 
 Improving development productivity and speed
 
 Preferred Qualifications
 
 
 
 Experience in SaaS or product-based companies
 
 Exposure to cloud platforms (AWS, GCP, Azure)
 
 Experience with Docker/Kubernetes",Angular,Software Development,6.0,English,"Java, Spring Boot, API, Microservices, SQL, NoSQL, AWS, GCP, Azure, Docker, Kubernetes"
INTERN SOFTWARE ENGINEER,Software Development,KEIZU,"Quận Đống Đa, Hà Nội",0.0,Japanese,".NET Ecosystem, Java, PHP, JavaScript, Mobile Apps",Negotiable,https://topdev.vn/detail-jobs/intern-software-engineer-cong-ty-tnhh-keizu-viet-nam-2100324?src=topdev_home&medium=superhotjobs,"Your role & responsibilities
 
 Lập trình phần mềm, website và các ứng dụng trên mobile và web.
 
 Làm quen với phần mềm CRM Salesforce CRM.
 
 Training về ngôn ngữ Apex (Salesforce).
 
 Lập trình các chức năng trên Hệ thống Salesforce (Apex Page, Trigger, Batch, Testclass, LWC, …).
 
 Dựa vào tài liệu thiết kế sẽ làm ở cả FrontEnd và Backend.
 
 2
 
 Your skills & qualifications
 
 Các bạn sinh viên năm cuối sắp tốt nghiệp.
 
 Học ngành công nghệ thông tin (phần mềm) hoặc ngành hệ thống thông tin quản lý tại các trường Đại học.
 
 Có kiến thức về PHP, .Net, Java.
 
 Nắm vững Javascript là một lợi thế.
 
 Có kỹ năng lập trình, tư duy lập trình tốt.
 
 Siêng năng, chịu khó học hỏi.
 
 Ưu tiên các bạn có thể làm Full-time.",Big Data,Software Development,0.0,None,"PHP, .NET Ecosystem, Java, JavaScript"
Android HMI SDK Development for Automotive Developer,Software Development,Altaa Vistaa,"Quận Cầu Giấy, Hà Nội",5.0,,"Mobile Apps, Embedded / IoT, Frontend Basics, Software Architecture, Unit Test, Design, Git, Scrum / Agile","600 - 1,200 USD",https://itviec.com/it-jobs/android-hmi-sdk-development-for-automotive-developer-altaa-vistaa-3308?lab_feature=preview_jd_page,"Job description
 
 Job Title: Software Engineer – Android HMI SDK Development (Automotive Domain)-KPIT
 
 Location: Hanoi, Vietnam
 
 Experience: 5+ Years
 
 Employment Type: Full-Time
 
 Project Type: Android HMI App Development
 
 
 
 About the Role
 
 We are looking for an experienced Android Engineer to lead the development of a common UI Library (HMI SDK) for the Android Automotive domain. This role involves building scalable, reusable UI components using Jetpack Compose and ensuring consistent user experience across multiple automotive applications and sub-brands.
 
 
 
 Key Responsibilities
 
 Design and develop reusable UI components (widgets, templates, themes) using Jetpack Compose
 
 Build and maintain a common UI Library (HMI SDK) for automotive applications
 
 Develop brand-specific themes ensuring consistency across various screen sizes and orientations
 
 Collaborate with cross-functional teams and designers to implement UI/UX concepts
 
 Ensure scalability, modularity, performance, and maintainability of the SDK
 
 Develop unit, integration, and UI tests using JUnit, Robolectric, and Mockk
 
 Ensure compatibility across Android Automotive versions and devices
 
 Communicate with clients and stakeholders regularly
 
 Mentor junior developers and guide best practices in UI development
 
 Work with Figma to validate and implement design specifications
 
 Your skills and experience
 
 Mandatory Skills
 
 5+ years of experience in Android application development
 
 Strong expertise in Jetpack Compose and UI/UX development
 
 Experience in building reusable UI components/libraries
 
 Solid understanding of Android Automotive and AOSP architecture
 
 Proficiency in Kotlin, UML, and design patterns (SOLID principles)
 
 Experience with testing frameworks (JUnit, Robolectric, Mockk)
 
 Knowledge of Agile methodologies and version control tools like Git
 
 Strong analytical and problem-solving skills
 
 Preferred Skills
 
 Experience in Android-based IVI production programs
 
 Knowledge of XML and Jetpack Compose-based UI development
 
 Understanding of IPC and communication protocols (D-BUS, MOST, EAVB, SOME/IP)
 
 Familiarity with Android Automotive System and Car Framework
 
 Knowledge of Android components (Services, Broadcast Receivers, Content Providers, Treble Architecture)",Business Analysis,Software Development,5.0,None,"Mobile Apps, Unit Test, Git, Scrum / Agile, Design"
"Backend Developer (PHP, Laravel, MySQL, Kafka)",Software Development,CUBICSTACK SOLUTIONS,"Quận 3, Hồ Chí Minh",5.0,,"PHP, Laravel, SQL, MySQL / PostgreSQL, API, Microservices, AWS, Monitoring, Software Architecture, Scrum / Agile","1,000 - 1,800 USD",https://itviec.com/it-jobs/senior-backend-developer-php-laravel-mysql-kafka-cubicstack-solutions-3941?lab_feature=preview_jd_page,"Job description
 
 Introduction:
 
 
 
 We are looking for a highly skilled Senior Software Developer to join our talented engineering team. In this role, you will have the opportunity to work on complex systems that support large- scale applications. You will be responsible for backend development, architecture, system performance optimization, and driving the integration of tools such as Laravel, Kafka, MySQL, Graylog, and AWS.
 
 
 
 Responsibilities:
 
 
 
 Backend Development:
 
 Lead the design and implementation of scalable, efficient, and secure applications using Laravel.
 
 Architect and build RESTful APIs and services with a focus on scalability and maintainability.
 
 Work on system components with high traffic and large data volumes, ensuring that they are optimized for performance and reliability.
 
 Database Management:
 
 Build, optimize, and maintain high-performance MySQL databases.
 
 Ensure data integrity and high availability with a focus on query optimization, schema design, and indexing strategies.
 
 Implement data migrations and transformations as required by the application
 
 Graylog for Monitoring & Logging:
 
 Set up and manage Graylog to aggregate logs and monitor application health.
 
 Work on log processing and ensure log data is being captured correctly for debugging, analytics, and alerting purposes.
 
 Performance Optimization:
 
 Continuously analyze system performance and implement improvements to enhance speed, scalability, and reliability.
 
 Optimize code and database queries to ensure high efficiency and low latency.
 
 Address bottlenecks in both the backend code and infrastructure.
 
 Mentorship & Leadership:
 
 Provide mentorship and technical guidance to junior and mid-level developers, helping to develop their skills.
 
 Lead by example, contributing to coding standards, code reviews, and best practices.
 
 Foster a culture of learning and growth within the engineering team.
 
 Collaboration & Communication:
 
 Collaborate closely with cross-functional teams, including product, design, and operations, to deliver features on time and in scope.
 
 Communicate technical concepts to both technical and non- technical stakeholders effectively.
 
 Lead or participate in architecture reviews, sprint planning, and other agile ceremonies.
 
 Your skills and experience
 
 Requirements:
 
 
 
 Technical Skills:
 
 Expert-level experience with Laravel framework and modern PHP development practices.
 
 Strong experience working with Kafka for message brokering and real-time data streaming.
 
 Solid understanding of MySQL, including performance tuning, indexing, and query optimization.
 
 Proficiency in AWS cloud services (EC2, S3, RDS, CloudWatch, Lambda, etc.).
 
 Experience with Graylog or similar log management/monitoring tools.
 
 Expertise in performance optimization techniques for both backend and database systems.
 
 Experience:
 
 5+ years of professional experience in software development, with a focus on backend systems.
 
 Proven track record in designing, building, and maintaining scalable web applications.
 
 Experience in building and maintaining production-level applications with high traffic and low latency requirements.
 
 Experience in architecting and developing microservices or distributed systems.
 
 Soft Skills:
 
 Strong leadership and mentoring skills, with the ability to guide a team through complex technical challenges.
 
 Excellent problem-solving skills and the ability to debug complex issues under pressure.
 
 Strong communication skills, with the ability to effectively communicate complex technical ideas to both technical and non-technical
 
 stakeholders.
 
 Self-motivated, proactive, and able to work independently or as part of a team in a fast-paced environment.",C/C++,Software Development,5.0,None,"PHP, Laravel, MySQL / PostgreSQL, Microservices, AWS, Monitoring, API, System Design, Scrum / Agile"
