Job_Title,Job Domain,Company,Location,Min years of exp,Language Requirement,Skills,Salary_Raw,Link,JD & Requirements
DevOps Engineer,Infrastructure,Techcom Securities,"C5 Building Tower, D’Capitale Tower, 119 Tran Duy Hung, Ha Noi",,,"AWS, Terraform, CI/CD, Python, Docker, Kubernetes, Monitoring, Linux, Web Server / Proxy, Networking, Security",You'll love it,https://itviec.com/it-jobs/devops-engineer-python-aws-linux-techcom-securities-4335?lab_feature=preview_jd_page,"Job description
Techcom Securities (TCBS) đang tìm kiếm một số kỹ sư CloudOps, DevSecOps, DevOps để tham gia bộ phận CNTT của chúng tôi tại văn phòng Hà Nội. 

 

Đây là cơ hội để bạn trở thành một thành viên trong đội ngũ ngân hàng đầu tư sáng tạo và uy tín hàng đầu Việt Nam! Nơi làm việc: 119 Trần Duy Hưng, Cấu giấy, Hà Nội, Việt Nam

 

Trách nhiệm bao gồm, nhưng không giới hạn:

- Thiết kế, triển khai và quản lý cơ sở hạ tầng Cloud trên nền tảng AWS.

- Tối ưu hóa hiệu suất và chi phí của các dịch vụ AWS.

- Tích hợp và tự động hóa quy trình triển khai bằng cách sử dụng các công cụ như Terraform, CloudFormation, hoặc Ansible.

- Giám sát và khắc phục sự cố hệ thống AWS.

- Thiết kế, triển khai và duy trì các pipeline CI/CD để tự động hóa quy trình phát triển và triển khai phần mềm.

Your skills and experience
- Cử nhân hoặc Thạc sĩ về CNTT & Công nghệ hoặc lĩnh vực liên quan

- Kinh nghiệm làm việc với AWS và các dịch vụ như EC2, EKS, S3, RDS, Lambda, VPC, IAM, v.v.

- Kiến thức về mạng, bảo mật, và quản lý hệ thống.

- Kỹ năng lập trình hoặc scripting (Python, Bash, hoặc PowerShell).

- Kinh nghiệm với các công cụ CI/CD và tự động hóa. (Jenkins, gitlab, bitbucket, habor...)

- Chứng chỉ AWS (AWS Certified Solutions Architect, AWS Certified DevOps Engineer, v.v.) là một lợi thế.

- Khả năng làm việc độc lập và trong nhóm.

- Có kinh nghiệm với các dịch vụ như Docker, Kubernetes, v.v.

- Có kinh nghiệm với các công cụ tự động hóa / dàn dựng và các hệ thống quản lý cấu hình như Ansible, CloudFormation, Puppet, v.v.

- Có hiểu biết về các giải pháp giám sát như Prometheus, Grafana, checkmk, hệ thống logging như ELK, splunk... là một lợi thế.

- Có thế mạnh về các kỹ năng quản trị Linux 

- Cài đặt và sử dụng vài Web Server phổ biến như: Apache và Nginx. Tìm hiểu một số khái niệm và chức năng thường được sử dụng: Caching Server, Load balancer, Reverse Proxy, and Firewall.

- Là người có trách nhiệm, cẩn thận, toàn vẹn, khả năng giao tiếp tốt và thái độ trung thực."
DevSecOps/DevOps Engineer,Infrastructure,VINMOTION,"Tòa nhà TechnoPark, khu đô thị Vinhomes OceanPark 1, Ha Noi",3.0,,"AWS, CI/CD, Docker, Kubernetes, Terraform, Monitoring, Linux, Networking, Embedded / IoT, Python, Golang, Security",You'll love it,https://itviec.com/it-jobs/devsecops-devops-engineer-mid-senior-cong-ty-co-phan-nghien-cuu-phat-trien-va-ung-dung-nguoi-may-da-nang-vinmotion-2708?lab_feature=preview_jd_page,"Job description
Responsibilities

Hybrid Infrastructure Management: Orchestrate and maintain infrastructure across AWS, local servers, and distributed Edge hardware. 
Security Integration (Sec): Implement automated security scanning (SAST/DAST), vulnerability management, and compliance checks within all pipelines. 
Unified CI/CD Pipelines: Design and optimize CI/CD workflows using Bitbucket Runners and other automation tools to deploy consistently to cloud environments, on-prem servers, and remote edge devices. 
Edge Operations: Manage the lifecycle of Edge devices (NUC, Jetson), including remote provisioning, firmware updates, and containerized workload deployment (e.g., K3s, Docker). 
Infrastructure as Code (IaC): Use Terraform, Ansible, or CloudFormation to manage diverse environments, ensuring parity between dev, staging, and production. 
Monitoring & Observability: Implement comprehensive logging and monitoring solutions to track system health and security incidents across all three tiers. Candidate with experience with centralized logging system on cloud and on-premise but not Edge devices are welcomed to apply. 
Your skills and experience
Background Requirements:

Bachelor’s degree in Computer Science, Cybersecurity, Information Security, or related technical field.
3+ years in relevant position 
Technical Requirements:

Cloud Expertise: Proven experience with AWS services (EC2, EKS, IAM, VPC, S3). 
On-Premise & Linux Systems: Deep knowledge of Linux administration, networking, and managing physical server environments. 
Edge Computing: Hands-on experience deploying and managing workloads on NUC, NVIDIA Jetson, or Raspberry Pi. Bonus point if the workloads are related to IoT, Robotics. 
CI/CD Tooling: Advanced proficiency with Bitbucket Pipelines/Runners, GitLab CI, or Jenkins in a hybrid setup. 
Containerization & Orchestration: Expert-level skills in Docker and Kubernetes (standard K8s for cloud/on-prem and K3s/MicroK8s for Edge). 
Security Tools: Experience with Snyk, SonarQube, Aqua Security, or similar tools for container and code security. 
Scripting & Automation: Strong coding skills in Python, Bash, or Go. "
Engineering Manager,Software Development,NAB Innovation Centre Vietnam,"The Hallmark, 15 Tran Bach Dang, An Khanh Ward, An Khanh, Ho Chi Minh",10.0,English,"Java, Python, JavaScript, NodeJS, ReactJS, MySQL / PostgreSQL, NoSQL, Microservices, System Design, AWS, Azure, CI/CD, Git, Scrum / Agile",You'll love it,https://itviec.com/it-jobs/engineering-manager-nab-innovation-centre-vietnam-2025?lab_feature=preview_jd_page,"Job description
By applying for the above position, you accept and agree that your personal data and any information stated in the attached curriculum vitae (CV) will be used and processed by ITViec and NAB Vietnam for recruitment purposes. The storage and processing of such information will comply with the applicable laws of Vietnam, and the policies and procedures of ITViec and NAB Vietnam regarding personal data, as amended from time to time.

 

ABOUT THE JOB 

As an Engineer Manager, you will be accountable for the leadership of one or more engineering scrum teams to plan, deliver and support service features that deliver customer value and/or mature service capability. The position is also accountable for executing the people leader fundamentals in line with NAB Policies, driving a learning-based culture with an ability to set and gain agreement for realistic and stretching objectives for the team. 

 

MAIN RESPONSIBILITIES

Manage at least one Agile team and oversee the delivery of features from planning to production, ensure adherence to  methodologies, best engineering standards, and testing guardrails
Lead initiatives for implementing efficient development and delivery processes.
Provide technical leadership and contribute to  and design decisions for cloud-based systems
Own end-to-end responsibility for product design, code reviews, and production stability
Collaborate with other engineering managers, architects, and cross-functional stakeholders to meet business objectives
Manage milestones, deliverables, risks, and dependencies of the engineering teams. 
Educate the engineering teams and ensure the release of features to production comply with NAB risk management frameworks. Ability to create and maintain relationships with a wide range of stakeholders. 
Be the voice of reason between speed and quality. 
Evangelist of the T-shaped working model; coach engineers to be T-shaped, versatile, and take responsibility outside their core disciplines. 
Line management (1:1 meeting, personal development & training plan, career path, probation reviews, and performance reviews). 
Coach teams in applying Scrum and DevOps. 
Be responsible for continuous improvement of the teams. 
Drive a learning-based culture with an ability to set and gain agreement for realistic and stretching objectives for the team.
Fulfil other tasks as assigned by your People Leader and/or authorized representative of NAB Vietnam from time to time.
 

Technical environment: 

Microservices architecture system 
Programming –Java, Python, JavaScript, MV* patterns, Nodejs, ReactJS (including Redux) 
Databases – Postgres, MongoDB 
DevOps – Jenkins, Artifactory, SonarQube, GitHub, CloudFormation 
Cloud: Multi-Cloud, AWS (Lambda, Postgres, S3, API Gateway, CLI, SNS/SQS), Azure 
Your skills and experience
Must have: 

10+ years working experience in Software Development; with technical background and deep understanding of software development principles, system design, and scalable architecture. 5+ years experience in managing cross-functional Agile teams. 
Solid understanding of SDLC, Microservices, Product Quality, DevOps environments.
Real-world experience with large-scale Agile adoption, not just theoretical knowledge. 
Proven ability to manage and deliver complex technology projects involving multiple engineering teams both onshore and offshore. 
Fluent English skills. 
Strong stakeholder management experience. 
Proven people leadership, team building, motivation, and coaching skills. 
Experience in managing code and change management processes. 
Strong ability to communicate at both strategic and operational level internally and externally, making effective decisions balancing business and stakeholder needs. 
 

Nice to have: 

Agile – Certified Scrum Master (preferred) 
Experience in the Banking or Financial Services industry; (preferred) 
Fluent in English communication skills (both verbal & written) "
Enterprise Architect,Management & Analysis,GALAXY HOLDINGS,"Galaxy Innovation Hub, đường D1, Khu Công nghệ cao, Thành phố Thủ Đức, TP HCM, Ho Chi Minh",12.0,English,"API, AWS, Azure, GCP, Microservices, Software Architecture, System Design",You'll love it,https://itviec.com/it-jobs/enterprise-architect-togaf-9-x-galaxy-holdings-2725?lab_feature=preview_jd_page,"Job description
Định hình và quản trị kiến trúc công nghệ tổng thể cho hệ sinh thái Galaxy Holdings và các công ty thành viên (Galaxy Pay, Galaxy One, Galaxy Technology, Galaxy Joy, FinOS...).

Đảm bảo sự nhất quán, khả năng mở rộng và tích hợp liền mạch giữa các nền tảng số phục vụ chiến lược chuyển đổi số của Tập đoàn SOVICO.

 

TRÁCH NHIỆM CHÍNH

Xây dựng và duy trì Enterprise Architecture Blueprint (Business, Application, Data, Technology layers) theo chuẩn TOGAF/Zachman cho toàn bộ hệ sinh thái Galaxy Holdings
Thiết kế kiến trúc tham chiếu (Reference Architecture) cho các domain: Fintech, Aviation, Logistics, Hospitality, Banking phù hợp với hệ sinh thái SOVICO
Đánh giá và quyết định công nghệ nền tảng (Technology Stack), đảm bảo tính nhất quán và tái sử dụng across các công ty thành viên
Xây dựng chiến lược tích hợp hệ thống (Integration Strategy) giữa các đơn vị: Galaxy Pay, Galaxy Joy, Galaxy One, FinOS, Galaxy Connect
Thiết lập Architecture Governance Framework, review và phê duyệt kiến trúc cho các dự án lớn
Tư vấn chiến lược chuyển đổi số, đánh giá Application Portfolio và xây dựng lộ trình hiện đại hóa (Legacy Modernization)
Xây dựng tiêu chuẩn API, Event-Driven Architecture và Microservices cho toàn hệ sinh thái
Làm việc chặt chẽ với C-level, Business Leaders và Product Teams để align công nghệ với mục tiêu kinh doanh
Your skills and experience
Tối thiểu 12 năm kinh nghiệm trong lĩnh vực CNTT, trong đó ít nhất 5 năm ở vai trò Enterprise/Solution Architect
Chứng chỉ TOGAF 9.x (bắt buộc); các chứng chỉ AWS/Azure/GCP Solutions Architect Professional là lợi thế lớn
Kinh nghiệm thực tế thiết kế kiến trúc cho hệ thống quy mô lớn (multi-BU, multi-domain) với hàng triệu người dùng
Am hiểu sâu về Microservices, Event-Driven Architecture, API Gateway, Service Mesh, Domain-Driven Design (DDD)
Kinh nghiệm với Cloud-native Architecture (AWS/Azure/GCP), Hybrid Cloud và Multi-cloud Strategy
Hiểu biết về các ngành: Fintech, Banking, Aviation, Digital Commerce là lợi thế đặc biệt
Kỹ năng communication xuất sắc, có khả năng trình bày kiến trúc phức tạp cho cả đối tượng kỹ thuật và phi kỹ thuật
Tiếng Anh thành thạo (đọc, viết, giao tiếp kỹ thuật)
ƯU TIÊN / LỢI THẾ

Kinh nghiệm làm việc tại các tập đoàn đa ngành (conglomerate) hoặc công ty công nghệ quy mô lớn
Hiểu biết về ArchiMate, Business Capability Modeling, Value Stream Mapping
Kinh nghiệm với Digital Twin, IoT Architecture cho ngành logistics/aviation"
Enterprise Architecture,Management & Analysis,ABBANK,"36 Hoàng Cầu, O Cho Dua, Ha Noi",8.0,,"Software Architecture, System Design","1,500 - 2,200 USD",https://itviec.com/it-jobs/enterprise-architecture-quan-tri-kien-truc-abbank-4321?lab_feature=preview_jd_page,"Job description
- Chuyên gia Quản trị kiến trúc doanh nghiệp

- Trách nhiệm trong Xây dựng khung quản lý kiến trúc tổng thể doanh nghiệp (EA):
- Thực hiện xây dựng khung kiến trúc tổng thể, đáp ứng chiến lược kinh doanh của ngân hàng.
- Thực hiện xây dựng các tiêu chuẩn công nghệ, phương pháp thiết kế theo từng thời kỳ, đáp ứng chiến lược kinh doanh của ngân hàng.
- Nghiên cứu và đề xuất các hướng tiếp cận công nghệ mới và đưa vào ứng dụng thực tế trong ngân hàng nhằm nâng cao năng lực cạnh tranh, cải thiện chất lượng dịch vụ và tiên phong trong các lĩnh vực mới.
- Trách nhiệm trong Đảm bảo định hướng kiến trúc chung:
- Hướng dẫn cán bộ nhân viên IT về các tiêu chuẩn công nghệ và phương pháp thiết kế.
- Đánh giá và/hoặc tham gia thiết kế kiến trúc các giải pháp cũng như lựa chọn giải pháp.
- Đánh giá và/hoặc phê duyệt những kiến trúc giải pháp đảm bảo nhất quán với các tiêu chuẩn kiến trúc và chiến lược.
- Thực hiện rà soát kiến trúc theo các kế hoạch, đánh giá cấp độ tuân thủ theo kiến trúc tiêu chuẩn.
 

Your skills and experience

- Tốt nghiệp Đại học trở lên các chuyên ngành Công nghệ thông tin/ Điện tử viễn thông/ Toán tin
- Nắm rõ chiến lược và lộ trình phát triển CNTT của ngân hàng trong 5 năm tới
- Có khả năng đề xuất kiến trúc giải pháp cho một số mảng nghiệp vụ chính của ngân hàng như Payment, BPM, DW, Risks, Lending…Có khả năng phối hợp với các đơn vị khác để thực hiện công việc từ ý tưởng, tới thiết kế và triển khai vận hành
- Có chuyên môn, hiểu biết sâu sắc về phân tích, thiết kế, lựa chọn các giải pháp kỹ thuật
- Kinh nghiệm từ 8 năm trở lên trong lĩnh vực CNTT; Trong đó có ít nhất 5 năm kinh nghiệm triển khai thực tế nhiều giải pháp chính trong ngân hàng mức độ end-to-end từ nghiệp vụ tới ứng dụng và hạng tầng triển khai như thẻ, core, internet banking, data warehouse… và 2 năm vị trí quản lý"
Business and Data Analyst,Management & Analysis,National Citizen Bank,"Tòa nhà Ancora, số 3 Lương Yên , Hai Ba Trung, Ha Noi",7.0,English,"Business Analysis, Data Analysis, SQL, API, Python",You'll love it,https://itviec.com/it-jobs/expert-senior-business-and-data-analyst-national-citizen-bank-ncb-2303?lab_feature=preview_jd_page,"Job description
1.Data Analysis, Requirements Management & Reporting

Phân tích Dữ liệu & Báo cáo

Gather, analyze and evaluate data requirements from stakeholders across system and departments.
Thu thập, phân tích và đánh giá các yêu cầu về dữ liệu từ các hệ thống CNTT và các bên liên quan.
Perform data extraction, transformation, and analysis from T24, Card Management System, and related banking databases using SQL
Trích xuất, chuyển đổi và phân tích dữ liệu từ T24, Core Card và các CSDL ngân hàng liên quan bằng SQL
Coordinate with API development teams on integration requirements between Data Platform and digital channels
Phối hợp với đội phát triển API về yêu cầu tích hợp giữa Data Platform và các kênh số (Mobile Banking, Digital Branch, RLOS, CRM, etc.)
Design and build data models to support business decision-making
Thiết kế và xây dựng và mô hình hóa dữ liệu hỗ trợ ra quyết định
Conduct data quality assessments, identify anomalies, and recommend corrective actions
Đánh giá chất lượng dữ liệu, phát hiện bất thường và đề xuất biện pháp khắc phục
Create ad-hoc analytical reports for management, regulatory submissions, and audit requests
Tạo báo cáo phân tích theo yêu cầu cho Ban lãnh đạo, cơ quan quản lý và kiểm toán
2.Banking Systems & Domain Expertise

Chuyên môn Hệ thống & Lĩnh vực Ngân hàng

Serve as subject matter expert on T24 core banking modules (Loans – LD/AA, Deposits – AA, Limits, Collateral, Payments – FT, FX, TT, MD) or Card Management System
Là chuyên gia về các module T24 (Cho vay – LD/AA, Tiền gửi – AA, Hạn mức, Tài sản bảo đảm, Thanh toán – FT, FX, TT, MD) và hệ thống quản lý Thẻ
Support data migration planning, and system upgrade impact assessments
Hỗ trợ lập kế hoạch migration dữ liệu và đánh giá tác động nâng cấp hệ thống
Map end-to-end banking processes and identify optimization opportunities through data-driven insights
Mô hình hóa quy trình ngân hàng đầu-cuối và xác định cơ hội tối ưu dựa trên dữ liệu
3.Cross-functional Coordination

Phối hợp Liên chức năng

Act as liaison between DTO and IT Department, between Data Platform and DTO projects  team
Làm cầu nối giữa Khối Dữ liệu và Chuyển Đổi Số và Khối CNTT, giữa Data Platform và các đội dự án của Dữ liệu và Chuyển Đổi Số
Facilitate communication between onshore teams and offshore vendors during project delivery
Điều phối giao tiếp giữa đội nội bộ và nhà cung cấp trong quá trình triển khai dự án
Present analytical findings and recommendations to senior management and project steering committees
Trình bày kết quả phân tích và kiến nghị cho Ban lãnh đạo và Ban chỉ đạo dự án
4.Testing & Quality Assurance

Kiểm thử & Đảm bảo Chất lượng

Coordinate User Acceptance Testing (UAT) with stakeholders
Điều phối kiểm thử nghiệm thu người dùng (UAT) với các bộ phận liên quan
Validate data accuracy against documented requirements
Xác nhận tính chính xác của dữ liệu so với yêu cầu đã tài liệu hóa
Track, document, and follow up on defects through resolution
Theo dõi, ghi nhận và đôn đốc xử lý lỗi đến khi hoàn tất
Your skills and experience
1.Education / Trình độ học vấn

Bachelor’s degree or higher in Computer Science, Information Technology, Banking/Finance, or related field.
Cử nhân trở lên ngành Khoa học Máy tính, CNTT, Ngân hàng/Tài chính hoặc chuyên ngành liên quan.
2.Experience / Kinh nghiệm

Minimum 7 years as a Business Analyst or Data Analyst, with at least 3 years in banking/financial services
Tối thiểu 7 năm kinh nghiệm BA hoặc Data Analyst, trong đó ít nhất 3 năm trong lĩnh vực ngân hàng/tài chính
Proven experience working with T24 core banking system (module knowledge: LD, AA, FT, Limits, Collateral, FX, TT, MD) or experience with TranzAxis/ other Card Management Systems
Kinh nghiệm làm việc với hệ thống T24 (các module: LD, AA, FT, Limits, Collateral, FX, TT, MD) hoặc kinh nghiệm với TranzAxis/ Hệ thống quản lý thẻ khác.
Experience with data analysis and reporting in banking environments
Kinh nghiệm phân tích dữ liệu và báo cáo trong môi trường ngân hàng
3.Technical Skills / Kỹ năng kỹ thuật

T24 Knowledge: Strong understanding of T24 modules (LD, AA, FT, AC, Limits, Collateral, FX, TT, MD), data model, T24 enquiries, COB processes, and T24 Transact architecture
Hiểu sâu các module T24, mô hình dữ liệu, T24 enquiries, quy trình COB và kiến trúc T24 Transact
Card Management System: Working knowledge of CMS workflows – card lifecycle, transaction processing, billing, settlement
Kiến thức về quy trình Hệ thống quản lý Thẻ: vòng đời thẻ, xử lý giao dịch, tính phí, đối soát
SQL & Data: Proficient in SQL for data extraction and analysis from Oracle/SQL Server databases; experience with T24 data structures
Thành thạo SQL trích xuất và phân tích dữ liệu từ Oracle/SQL Server; quen thuộc cấu trúc dữ liệu T24
API Awareness: Understanding of RESTful API concepts and ability to define API requirements for system integrations
Hiểu khái niệm RESTful API và khả năng định nghĩa yêu cầu API cho tích hợp hệ thống
Python or R: Knowledge of Python or R for statistical analysis and data processing
Hiểu biết về Python hoặc R cho phân tích thống kê và xử lý dữ liệu
Reporting Tools: Experience with BI/reporting tools (Power BI, Tableau, Excel advanced features, or similar)
Kinh nghiệm sử dụng các công cụ BI/báo cáo là điểm cộng (Power BI, Tableau, Excel advanced features, hoặc tương đương)"
"Flutter Mobile Apps Developer (Android, iOS)",Software Development,Goline Corporation,"Tầng 8, tòa nhà Kim Ánh, 78 Duy Tân, Ha Noi",2.0,,"Flutter, System Design, Monitoring, Unit Test, Business Analysis, API, WebSocket, Git, GenAI / LLM, ReactJS, Java, Spring Boot",You'll love it,https://itviec.com/it-jobs/flutter-mobile-apps-developer-android-ios-goline-corporation-3247?lab_feature=employer_job,"Job description
Phát triển & Tối ưu Sản phẩm:
Lập trình các tính năng trên ứng dụng Flutter đảm bảo chính xác theo thiết kế Figma và tài liệu requirement có sẵn.
Tham gia duy trì các dự án Flutter đang chạy; đọc hiểu nhanh source code cũ và sample để bắt nhịp tiến độ.
Xây dựng Base Code & Kiến trúc: Trực tiếp phân tích yêu cầu, thiết kế kiến trúc tổng thể. Dựng Base project chuẩn chỉnh, phân chia module rõ ràng để team dễ dàng mở rộng và phối hợp.
Tối ưu Performance: Profiling và giải quyết các bài toán thắt nút cổ chai (bottlenecks). Xử lý triệt để memory leak, đảm bảo ứng dụng đạt 60/120 FPS. Ứng dụng Isolate để xử lý các tác vụ nặng, update realtime mà không block UI.
Giám sát Hệ thống (Monitoring) & Xử lý sự cố:
Thiết lập và quản lý hệ thống giám sát sức khỏe ứng dụng trên Production (sử dụng Firebase Crashlytics, Sentry, Datadog...).
Chủ động theo dõi log, phân tích crash rate và đưa ra phương án xử lý (hotfix) nhanh chóng, triệt để.
Ứng dụng AI & Giao tiếp (Communication):
Sử dụng các AI Agent (như như Cursor, Antigravity, Copilot, Claude, Open AI...) để tăng tốc độ viết code, debug, viết Unit Test và refactor code.
Đóng vai trò cầu nối: Thảo luận requirement chặt chẽ với team BA/PM/Design trước khi code.
Giao tiếp kỹ thuật trực tiếp với khách hàng để làm rõ các vấn đề liên quan đến kỹ thuật.
Your skills and experience
Tốt nghiệp chuyên ngành Công nghệ thông tin, Toán tin hoặc các lĩnh vực liên quan.
Có ít nhất 2 năm kinh nghiệm lập trình ứng dụng với Flutter.
Nắm vững kiến trúc ứng dụng Flutter: Vòng đời Widget (Lifecycle), BuildContext, Element Tree.
Có kinh nghiệm thực chiến tốt với các thư viện State Management như GetX, BLoC, hoặc Provider.
 Làm việc thành thạo với RESTful API, WebSockets và xử lý dữ liệu bất đồng bộ.
Kinh nghiệm làm việc trơn tru với các bản thiết kế từ Figma.
Sử dụng thành thạo Git (GitHub/GitLab) và quy trình Git Flow.
Kỹ năng Nâng cao :

Kỹ năng AI: Có tư duy sử dụng AI prompt để giải quyết vấn đề kỹ thuật; ưu tiên ứng viên có kinh nghiệm làm việc với các API của LLM hoặc tích hợp tính năng AI vào app.
 Kỹ năng Giao tiếp: Chủ động report tiến độ, gom nhóm vấn đề để xử lý dứt điểm. Có khả năng ""phiên dịch"" các vấn đề kỹ thuật phức tạp thành ngôn ngữ dễ hiểu cho team non-tech hoặc khách hàng.
Khả năng review code, hướng dẫn (mentor) cho các thành viên khác là một lợi thế lớn. 
Điểm cộng :

Sẵn sàng học hỏi, nghiên cứu các công nghệ mới một cách chủ động.
Có khả năng làm thêm mảng Web sử dụng ReactJS.
Có thể đọc hiểu hoặc code được Backend bằng Java (Spring Boot / Java Core) để dễ dàng phối hợp xử lý luồng API với đội Backend"
FullStack Developer,Software Development,HDS Services Vietnam,"Toà nhà L'Mak, Số 68 Đường Phan Đăng Lưu, Duc Nhuan, Ho Chi Minh",4.0,English,"ReactJS, NodeJS, JavaScript, Frontend Basics, API, MySQL / PostgreSQL, CI/CD, Security, SQL, Python, AWS, Azure, GCP",You'll love it,https://itviec.com/it-jobs/fullstack-developer-nodejs-reactjs-ai-hds-services-vietnam-0555?lab_feature=preview_jd_page,"Job description
We're looking for a Senior Full Stack Developer who excels at building polished, production-ready user interfaces at speed. You'll leverage AI-powered development tools to rapidly create UI screens and integrate them with our backend infrastructure. This role is ideal for someone who combines strong frontend craft with full-stack capabilities and embraces AI to maximize productivity.

Your Tasks

Build responsive, professional user interfaces using React—rapidly translating designs and requirements into functional screens
Leverage AI development tools (Claude, GitHub Copilot, Cursor, v0) to accelerate prototyping and production development
Design and implement RESTful APIs using Node.js (Express/Nest.js) to connect frontend with backend services
Create and maintain a scalable component library enabling consistent, rapid UI development
Design efficient database schemas (PostgreSQL, MySQL) and ensure data model integration
Collaborate closely with product team to iterate quickly based on user feedback
Implement CI/CD pipelines and support deployment processes
Ensure application security through proper authentication (OAuth, JWT) and best practices
Participate in code reviews, testing, and troubleshooting
Your skills and experience
Must Have

4+ years in software development, with 2+ years in full stack development
Strong proficiency in React.js with demonstrated ability to create polished, pixel- perfect interfaces
Solid experience with Node.js (Express.js or Nest.js) for backend development
Experience using AI coding assistants to accelerate development workflows
Strong understanding of JavaScript, HTML, CSS, and responsive design principles
Experience with RESTful API design and implementation
Familiarity with CI/CD tools (Jenkins, GitLab CI, or similar)
Knowledge of authentication protocols and security best practices
Strong problem-solving skills and attention to visual detail
Good English communication skills (written and verbal)
Can-do attitude and desire for a long-term position in a growing team
Nice to Have

Experience with AI-powered UI generation tools (Claude Code, v0, Bolt, or similar)
Familiarity with design tools (Figma) and design-to-code workflows
Experience building data-heavy dashboards and visualization components
Proficiency in SQL and relational databases (PostgreSQL, MySQL)
Python experience
Cloud platform experience (AWS, Azure, Google Cloud)
Understanding of logistics/freight domain or B2B SaaS"
Fullstack Developer | PHP | Python | JavaScript | SQL,Software Development,VANFU SOFTWARE,"Tầng 5, tòa nhà cirCO, 222 Điện Biên Phủ, Xuan Hoa, Ho Chi Minh",2.0,,"PHP, Python, Java, JavaScript, Golang, ReactJS, SQL, Git, Linux, System Design","600 - 1,300 USD",https://itviec.com/it-jobs/fullstack-developer-php-python-javascript-sql-cong-ty-tnhh-vanfu-software-viet-nam-0743?lab_feature=preview_jd_page,"Job description
Overview: 

You will participate directly in developing and operating an e-commerce (EC) platform for the printing industry, as well as the company's internal management systems. 

Given our current team size, we are looking for versatile engineers who are ready to take on challenges in both Front-end and Back-end development to help build a solid foundation for the company.


 

Key Responsibilities:

Design, develop, and maintain features for the printing industry e-commerce platform.
Develop internal management tools/systems to optimize operational workflows.
Write clean, highly maintainable, and secure code.
Collaborate closely with the team to propose technical solutions, share knowledge, and optimize user experience.

 

Your skills and experience
Soft Skills:

Commitment to Clean Code principles.
High attention to detail and meticulousness.
Continuous learning mindset and willingness to share knowledge with the team.
Ability to work both independently and as part of a team.
Strong task and time management skills.
 

Technical Skills:

Foundational knowledge of system design; strong ability to read and write code (no specific language limitation).
Experience in /or willingness to work with PHP, Python, Java, JavaScript, Golang, ReactJS
Database: Proficiency in SQL/RDBMS.
Proficiency in Git and a good understanding of Linux.
Understanding of Object-Oriented Programming (OOP).
 
Experience:

At least 2 years of practical experience in Web or Application development.
"
Fullstack Engineer,Software Development,URBOX,"BlueSky Building - 01 Bach Dang Street, Tan Son Hoa, Ho Chi Minh",3.0,English,"API, Golang, MySQL / PostgreSQL, NextJS, NodeJS, NoSQL, ReactJS",You'll love it,https://itviec.com/it-jobs/fullstack-engineer-urbox-4402?lab_feature=preview_jd_page,"Job description
ABOUT URBOX
UrBox is Vietnam’s leading digital gifting & loyalty platform that enables businesses to integrate their reward & loyalty programs with an ever-growing network of more than 350 brands & 20,000 accepted online and offline stores in Vietnam.

UrBox has the widest network of clients in loyalty in Vietnam and provides loyalty & reward solutions to many big organizations in the aviation, banking, FMCG, Insurance, Real Estate industries and more.

KEY RESPONSIBILITIES:
1. Product Development

Design, develop, and maintain fullstack features across UrBox platforms (App, CRM Portal, Admin systems).
Build scalable backend services (APIs, services, background jobs).
Develop responsive and user-friendly frontend interfaces.
Ensure code quality, performance, and maintainability.
2. System Design & Architecture

Collaborate with Technical Manager and Product team to analyze requirements and propose technical solutions.
Contribute to system architecture design for scalability and high availability.
Write clear technical documentation (design docs, API specs, flow diagrams).
3. Integration & API Development

Develop and maintain APIs for internal systems and external partners.
Integrate with third-party services (payment, CRM, loyalty systems, etc.).
Ensure system security, data integrity, and performance optimization.
4. Cross-functional Collaboration

Work closely with Product Managers, Designers, QA Engineers, and other developers to deliver high-quality features.
Participate in code reviews, sprint planning, and technical discussions.
Support troubleshooting, debugging, and production issue handling.
5. Internal Tools & Optimization

 
Build internal tools to improve operational efficiency (automation, dashboards, workflows).
Optimize system performance and reduce technical debt.
Continuously improve development processes and best practices.
 
Your skills and experience
REQUIREMENTS:
Education: A Bachelor’s degree in Computer Science, Information Technology, Software Engineering, or a related discipline is required.

Professional major: Backend Engineer OR FullStack Engineer

2nd language ability: Good at English is a big plus

Related experiences: 3+ years of experience in software development.

Essential Capabilities:

Solid knowledge of NestJS, Next.js, FeatherJS, ReactJS, and RESTful APIs
Experience in working with any types of database such as: Postgres, MongoDB and MySQL.
Strong skills in writing clear documentation and maintaining clean, well-structured code
Well document writing and clean-coding skills.
Ability to manage priorities and tasks effectively in a dynamic environment
Strong soft skills such as customer-oriented, communication and problem-solving.
Additional Notes: Nice to have experience with server-side languages like NodeJS, Golang."
